rile,stance_positivity_score,welfare spending,electoral_dem_ind,GNI,leading,variable_interaction
0.4216921564549976,0.187413810500824,0.7397727272727274,0.9863325740318907,0.11116865255520153,0.0,0.8040459329357117
0.51233115772161,0.19152883354074873,0.7108987603305786,0.9863325740318907,0.13090951610021911,0.0,0.8165915781298859
0.24156024916346874,0.4705112789120223,0.7490185950413223,0.9886104783599088,0.1532120137158884,0.0,0.6990582532626354
0.3708474724464526,0.5302658280358326,0.6997417355371901,0.9726651480637811,0.14594281458308636,0.0,0.7482207167628039
0.2533157429937966,0.23320135628836985,0.4468491735537189,0.9339407744874715,0.07948559681027004,0.0,0.7996606217587283
0.19337783131098457,0.2909333051440616,0.5388946280991734,0.9453302961275625,0.09964671534109566,0.0,0.7717724590373529
0.2560991171522015,0.6061336091397307,0.5078512396694214,0.9179954441913438,0.13676396718982817,0.0,0.7256635122962989
0.2510618119490079,0.5495841103624226,0.6737086776859506,0.9316628701594529,0.1065240124047748,0.0,0.7412513251767839
0.38071367206289797,0.058009659452597784,0.6771177685950412,0.9954441913439636,0.06720855269779748,0.0,0.819505286688348
0.2882075070419874,0.03159125435852589,0.7141528925619834,0.9977220956719817,0.0814952005776876,0.0,0.809358857811585
0.6798087556950301,0.09871570638951488,0.9264462809917354,0.9954441913439636,0.08943019678194389,0.0,0.8447351208052737
0.5851334774288818,0.4536046675312088,0.9240185950413223,0.9999999999999998,0.07911631347217073,1.0,0.830209699746746
0.34590099627578136,0.3706891235859317,0.8445247933884298,0.9840546697038721,0.0908167942651902,0.0,0.7813624034981871
0.07419489763124565,0.33663901595416684,0.5569731404958677,0.9157175398633257,0.06472244288459442,0.0,0.7774115911327397
0.24111126339868055,0.30971180473804,0.7740185950413224,0.9179954441913438,0.06984927405333088,0.0,0.7866648264779638
0.18683715522619443,0.4584079608265223,0.952582644628099,0.8747152619589975,0.059397454747738665,0.0,0.769311507198398
0.10649627263045802,0.38626162740723297,0.8952995867768595,0.8974943052391797,0.06807492596884694,0.0,0.7563556871611168
0.33321832996200174,0.3240781227226352,0.1931301652892562,0.8997722095671981,0.002546752700179716,0.0,0.8347498005346659
0.7149365748530163,0.31377182065857184,0.3308367768595041,0.9179954441913438,0.0,0.0,0.8367286612684308
0.24360628517055166,0.21251153864839917,0.2706095041322314,0.8724373576309792,0.001242485897179736,0.0,0.8349434418038556
0.2655666402901597,0.4390691293839523,0.22753099173553715,0.8724373576309792,0.002433937673644217,0.0,0.8339679199833258
0.0,0.27595152584221244,0.27944214876033047,0.8724373576309792,0.003520464263369615,0.0,0.832146083321179
0.5383175721758251,0.26292853268064326,0.6329028925619834,0.9339407744874715,0.12256019401504965,0.0,0.821841846097504
0.649014293644424,0.17505679715998912,0.8047520661157025,0.9476082004555806,0.1255360801605435,0.0,0.8430469790400661
0.4252446578570935,0.5232106686249669,0.8423553719008264,0.9589977220956716,0.1407115419600103,0.0,0.764355038785597
0.33882896410544494,0.6266278904013929,0.8332644628099174,0.9521640091116172,0.13924825032680235,0.0,0.7203759544560956
0.812092368187232,0.2412367001894768,0.22427685950413223,0.879271070615034,0.18850856193434976,1.0,0.8731143635328901
0.7996483732536819,0.23792506138374087,0.27773760330578523,0.8974943052391797,0.2176829121262705,1.0,0.8786851684648422
0.7044135515504404,0.16304122928521708,0.30149793388429746,0.8974943052391797,0.21498459282334703,1.0,0.8543343090648337
0.5290742822408135,0.48040743970076977,0.23569214876033062,0.9043280182232343,0.2135940722981234,1.0,0.8099716740727531
0.16362774196394259,0.20712995040716947,0.5397210743801654,0.9020501138952162,0.006347506054823003,0.0,0.8312082352206253
0.24027433817922894,0.18636038328867366,0.45470041322314037,0.9066059225512528,0.009508767311321742,0.0,0.8312335536735502
0.2724162050777928,0.23717948717948717,0.834245867768595,0.911161731207289,0.7094731962578092,0.0,0.4279576074580962
0.07156596782426228,0.31210549034117024,0.9861053719008265,0.9362186788154896,0.7170612570253742,0.0,0.0
0.4169352704312155,0.6442307692307694,1.0,0.9339407744874715,0.6938195711221882,1.0,0.37781370961774136
0.8365855841930323,0.25026495748479355,0.6244834710743802,0.8519362186788153,0.5109922238176648,0.0,1.0
0.6156351021797078,0.40354063659704237,0.6636363636363637,0.8564920273348517,0.6236925240144786,0.0,0.8384846976963014
0.5507473886115398,0.2454416050241957,0.8152892561983472,0.8656036446469246,0.5584829943810925,0.0,0.7780990160569983
0.5917546449618213,0.3694501097212071,0.7970041322314049,0.879271070615034,0.5524006481730501,0.0,0.8116835890081024
0.39471434193724697,0.23372044076023096,0.5289256198347109,0.9179954441913438,0.41368248745053754,0.0,0.715571504767459
0.14176316528056704,0.19452134481060518,0.6949896694214875,0.9362186788154896,0.3790385066971474,0.0,0.581441117516203
0.05622319718582269,0.3659333390253979,0.6519111570247934,0.8564920273348517,0.31113656462687506,0.0,0.5254162669442427
0.0858162670269218,0.37075434515816624,0.628047520661157,0.8405466970387241,0.32182312191740126,0.0,0.5378580383363986
0.21990035286532783,0.4956798449855157,0.6488119834710743,0.8929384965831433,0.3638682031633728,0.0,0.5243163451359525
0.26704728056411525,0.21300438375208824,0.415754132231405,0.9476082004555806,0.07878096839919269,0.0,0.8034621844019728
0.9389710191504246,0.0,0.6108471074380165,0.9567198177676535,0.0822634992624683,0.0,0.8586057837051579
0.7354229288365441,0.30566393476319137,0.7923553719008264,0.9544419134396354,0.06129087594520674,1.0,0.8510269973805693
0.36240058691710025,0.19113591082391718,0.7040289256198348,0.9066059225512528,0.04855231846333417,0.0,0.8183905671439996
0.4219554714147981,0.42878044561472645,0.6712809917355372,0.879271070615034,0.05062168834369012,1.0,0.8158997205973352
0.35987390589258383,0.2714801049409707,0.6210743801652893,0.9453302961275625,0.05930660799428155,0.0,0.8118951421540119
0.4991540162958203,0.21129927983885138,0.6272210743801653,0.92255125284738,0.06052751619197966,1.0,0.826366387991506
0.2800095783629823,0.40685601261683474,0.6113636363636364,0.9271070615034167,0.04816416061428333,0.0,0.8041894684922445
0.39667183394143346,0.5184753848396175,0.5297004132231405,0.9134396355353072,0.05858684488908151,0.0,0.8092479063125617
0.6076478817324235,0.19881605058692942,0.7384814049586778,0.9453302961275625,0.7506647372374718,0.0,0.8294481811452211
0.40878499725882383,0.2582265424416715,0.7604338842975206,0.9567198177676535,0.9128309693852269,1.0,0.5180607596377
0.3555967257122333,0.15027124165733696,0.6591942148760329,0.9498861047835987,0.9999999999999999,0.0,0.5101807878613613
0.3631349603947295,0.5236603021911286,0.6792871900826446,0.9362186788154896,0.98911344324697,1.0,0.25433513606253355
0.396317371495548,0.31604778401892514,0.7219524793388429,0.8724373576309792,0.08570508693776424,0.0,0.8027646578927644
0.39369750017329286,0.3196060789523843,0.7159607438016528,0.8929384965831433,0.11158375322523476,0.0,0.7918926186979891
0.38313451928590797,0.3514471427129933,0.8236053719008264,0.8952164009111614,0.11045391477670678,0.0,0.7838613377289114
0.47956405845322053,0.46903157572156257,0.8130165289256198,0.8451025056947605,0.10572843452359411,1.0,0.8028606088773149
0.30016825150764703,0.5701260188579822,0.8069214876033056,0.8656036446469246,0.11359634419535904,1.0,0.7406833212768993
0.7489061074094253,0.13318003960767416,0.11787190082644627,0.9293849658314348,0.12656189886295063,1.0,0.8484832655173369
0.33756403954855674,0.061958082727649855,0.15888429752066124,0.9521640091116172,0.1862306412644778,1.0,0.804195805193489
0.5441754730892112,0.3239015393584698,0.20630165289256186,0.9612756264236901,0.18126832585733413,1.0,0.8217492426391627
0.7293104208808314,0.16114119568426521,0.3644111570247933,0.8678815489749427,0.6717115299034643,0.0,0.9106816554835022
0.7769107888916197,0.23674503604542957,0.5673037190082645,0.8769931662870156,0.6499237888366308,1.0,0.9797923827571572
0.31966067847119717,0.23903960053938195,0.4748450413223141,0.8542141230068334,0.7490185710710513,0.0,0.5634402894856245
0.3027004261951424,0.46488326811894815,0.41973140495867767,0.8701594533029611,0.6931646890551445,0.0,0.4719122042063832
0.26426829498837373,0.40821308847106824,0.38362603305785126,0.8542141230068334,0.7449323636097935,1.0,0.44658162866774537
0.30070624673106866,0.27901059126463584,0.24070247933884292,0.9430523917995444,0.05851951272763961,0.0,0.8154243613785281
0.33277609586284945,0.027762028089968582,0.5789256198347107,0.9498861047835987,0.04834224699301847,1.0,0.8240964524798834
0.06276820991738674,0.2585572858856637,0.1572314049586777,0.9339407744874715,0.0611140562839847,0.0,0.8030438272462217
0.41956538177968516,0.4059544097257259,0.014411157024793342,0.890660592255125,0.0026649535322976477,0.0,0.8353617752206983
0.5324144091347336,0.44231283097701984,0.21157024793388424,0.9179954441913438,0.0030118814588983365,1.0,0.8357444078964279
0.542555973558677,0.6706262449594325,0.2682334710743801,0.9407744874715258,0.003106209706896335,1.0,0.8355810550527356
0.7325415429986579,0.7348867063558799,0.30067148760330575,0.9407744874715258,0.005283225579310083,0.0,0.8383772226456537
0.5629856135508631,0.3998520063233662,0.5178719008264462,0.8041002277904326,0.025724715051167534,1.0,0.834016737284349
0.3876684878159443,0.30819122576883834,0.5536673553719008,0.7425968109339407,0.03029108133369177,0.0,0.8258392121501907
0.608363895873112,0.5777214392758774,0.47706611570247925,0.42596810933940765,0.03257846102676697,1.0,0.8360683074435754
0.3751799318891971,0.4559766861909407,0.3372933884297521,0.0,0.037725347858062495,1.0,0.8281146030660184
0.5252829623068012,0.6230882148022507,0.0,0.7562642369020498,0.0027500333837104604,0.0,0.8358146801189892
1.0,1.0,0.3634297520661157,0.7220956719817766,0.003581008077684512,1.0,0.8425353053633637
0.8956273512675579,0.6609431233392757,0.24912190082644625,0.7744874715261956,0.0044336723856746325,1.0,0.8397973788030331
0.8055237852178134,0.7346213641578749,0.16998966942148763,0.8177676537585419,0.005478890749306593,1.0,0.839046770017661
0.7447154713067715,0.7357852393925852,0.20950413223140496,0.8041002277904326,0.006123655645802226,1.0,0.8384271375731877
0.7295984919479637,0.3402024662409447,0.23176652892561989,0.7835990888382685,0.00937966671927735,1.0,0.8379252690183228
0.547213216250449,0.3104598314890182,0.21813016528925622,0.8154897494305235,0.008145140863617019,0.0,0.8356101831399141
0.38226242914126923,0.6037941798763835,0.18011363636363642,0.779043280182232,0.008126405744914564,0.0,0.8326821168762263
0.22738175132805272,0.6507051422196808,0.46435950413223137,0.7471526195899771,0.011751945407763758,0.0,0.8248773067997102
0.6140032245955078,0.35695586296810616,0.45516528925619826,0.911161731207289,0.07600151158282108,0.0,0.8363924663447788
0.7247008336956728,0.4273681791171953,0.38445247933884297,0.8952164009111614,0.10598557892614971,1.0,0.8552458283754005
0.6791736771461521,0.1957034184296974,0.38698347107438014,0.9316628701594529,0.12998709013466392,0.0,0.8457773833305158
0.4706991214732676,0.5614081662398236,0.4200929752066117,0.8952164009111614,0.11777821328450314,1.0,0.8032028872533276
0.498715158029486,0.6055660197549135,0.4700413223140495,0.4601366742596811,0.14715165774925218,1.0,0.8077918586704494
0.5181856957861506,0.3644403848956756,0.40258264462809923,0.7904328018223232,0.0114878582910939,0.0,0.8344953791971605
0.6240476775620547,0.26397110759813,0.5865185950413222,0.8747152619589975,0.010586005034568266,1.0,0.836570752716297
0.502951828216021,0.5610938398432934,0.5683367768595041,0.879271070615034,0.010232891204836066,0.0,0.8332360088099965
0.4621402600021426,0.6418496967250793,0.47722107438016537,0.7972665148063778,0.011239211487116062,1.0,0.831892123190985
